Accession	Name	Description	ID
ARO:3000566	tet(39)	Tet39 is a tetracycline efflux pump found in Gram-negative bacteria, including Brevundimonas, Stenotrophomonas, Enterobacter, Alcaligenes, Acinetobacter, and Providencia.	36705
ARO:3000567	tet(40)	Tet40 is a tetracycline efflux pump found in the Gram-positive Clostridium. It is similar to tetA(P).	36706
ARO:3000568	subclass B1 (metallo-) beta-lactamase	Subclass B1 possess a binuclear active site.  Within this active site can be either one or two Zn(II) ions.  This subclass is able to hydrolyze penicillins, cephalosporins and carbapenems.  This is the most clinically relevant subclass of MBLs.	36707
ARO:3000569	tet(41)	Tet41 is a tetracycline efflux pump found in Serratia, a Gram-negative bacterium.  It is related to Acinetobacter Tet(39).	36708
ARO:3000570	subclass B2 (metallo-) beta-lactamase	Metallo-beta-lactmases of subclass B2 contain only one Zn ion in their active site and selectively hydrolyze carbapenems.	36709
ARO:3000571	subclass B3 (metallo-) beta-lactamase	Metallo-beta-lactamases of subclass B3 are similar to B1 in that they have activity against penicillins, cephalosporins and carbapenems; however, the are only active with two Zn(II) ions in the active site.	36710
ARO:3000572	tet(42)	Tet42 is a tetracycline efflux pump found in both Gram-negative (Pseudomonas) and Gram-positive (Microbacterium, Bacillus, Staphylococcus, Paenibacillus) bacteria.	36711
ARO:3000573	tet(43)	Tet(43) is a tetracycline resistance gene with unknown origins, isolated from metagenomic DNA.	36712
ARO:3000574	vanR	VanR is a OmpR-family transcriptional activator in the VanSR regulatory system. When activated by VanS, it promotes cotranscription of VanA, VanH, and VanX.	36713
ARO:3000575	vanU	VanU is a transcriptional activator of vancomycin resistance genes.	36714
ARO:3000576	rifampin inactivation enzyme	Enzymes that inactivate rifampin antibiotics by chemical modification.	36715
ARO:3000577	Bc beta-lactamase	Bacillus cereus beta-lactamases are zinc metallo-beta-lactamases that hydrolyze a large number of penicillins and cephalosporins.	36716
ARO:3000578	CcrA	This CcrA beta-lactamases is found in Bacteroides fragilis.	36717
ARO:3000579	Chryseobacterium meningosepticum BlaB	This BlaB specific to Chryseobacterium meningosepticum mediates resistance against many beta-lactam antibiotics, notably penams and carbapenems.	36718
ARO:3000580	SPM beta-lactamase	Sao Paulo metallo-beta-lactamase (SPM-1) confers resistance to carbapenem in Pseudomonas aeruginosa	36719
ARO:3000581	CphA beta-lactamase	CphA is an Ambler Class B MBL; subclass B2 originally isolated from Aeromonas hydrophilia.  This enzyme has specific activity against carbapenems and is active as a mono-zinc protein.	36720
ARO:3000582	L1 beta-lactamase	L1 is an Ambler class B MBL; subclass B3 originally isolated from Stenotrophomonas maltophilia.  It has activity against a broad range of beta-lactams and is only active with two Zn(II) ions in the active site.	36721
ARO:3000583	pristinamycin IA	Pristinamycin 1A is a type B streptogramin antibiotic produced by Streptomyces pristinaespiralis. It binds to the P site of the 50S subunit of the bacterial ribosome, preventing the extension of protein chains.	36722
ARO:3000584	quinupristin	Quinupristin is a type B streptogramin and a semisynthetic derivative of pristinamycin 1A. It is a component of the drug Synercid and interacts with the 50S subunit of the bacterial ribosome to inhibit protein synthesis.	36723
ARO:3000586	pulvomycin	Pulvomycin is a polyketide antibiotic that binds elongation factor Tu (EF-Tu) to inhibit protein biosynthesis by preventing the formation of the ternary complex (EF-Tu*GTP*aa-tRNA). Phenotypically, it was shown that pulvomycin sensitivity is dominant over resistance.	36725
ARO:3000587	sulbactam	inhibitor of non-AmpC Ser beta-lactmases	36726
ARO:3000588	avibactam	Ser beta-lactamase inhibitor targeting class A, class C, and some class D enzymes.	36727
ARO:3000589	NDM-1	NDM-1 is a metallo-beta-lactamase isolated from Klebsiella pneumoniae with nearly complete resistance to all beta-lactam antibiotics.	36728
ARO:3000590	NDM-2	NDM-2 was isolated from a strain of Acinetobacter baumannii in Germany from a patient hospitalized in Cairo.  A single amino acid substitution (P28R) differentiates this gene from NDM-1 and the two enzymes appear to have an identical spectrum of hydrolysis.	36729
ARO:3000592	ErmN	ErmN is a methyltransferase found in the tylosin producer Streptomyces fradiae. Like other Erm enzymes, it catalyzes the methylation of A2058 of the 23S ribosomal RNA. Specifically, this enzyme transfers only one methyl group. The gene is found in the tylosin biosynthetic cluster and is responsible for self-resistance to tylosin.	36731
ARO:3000593	ErmQ	ErmQ confers MLSb phenotype.	36732
ARO:3000594	ErmR	ErmR is a methyltransferase found in the erythromycin producer Aeromicrobium erythreum. Like other Erm enzymes, it catalyzes the methylation of A2058 of the 23S ribosomal RNA. The gene is found within the erythromycin biosynthetic cluster and is responsible for self-resistance.	36733
ARO:3000595	ErmT	ErmT confers MLSb phenotype.	36734
ARO:3000596	ErmX	ErmX is a rRNA methyltransferase that protects the ribosome from inactivation due to antibiotic binding.	36735
ARO:3000598	Erm(31)	Erm(31) confers a MLSb resistant phenotype. Along with erm(30), these genes are responsible for self-resistance in the pikromycin/narbomycin/methymycin/neomethymycin producer, Streptomyces venezuelae.	36737
ARO:3000599	Erm(33)	ErmD confers MLSb phenotype.	36738
ARO:3000600	Erm(34)	ErmD confers MLSb phenotype.	36739
ARO:3000601	Erm(38)	ErmD confers MLSb phenotype.	36740
ARO:3000602	Erm(39)	ErmD confers MLSb phenotype.	36741
ARO:3000603	Erm(41)	Erm41 confers MLSb phenotype.	36742
ARO:3000604	Erm(35)	ErmD confers MLSb phenotype.	36743
ARO:3000605	Erm(36)	ErmD confers MLSb phenotype.	36744
ARO:3000606	FEZ-1	FEZ-1 is an Ambler class B MBL; subclass B3 first isolated from Legionella gormanii.  It has activity against a broad range of beta-lactams and is only active with two Zn(II) ions in the active site.	36745
ARO:3000610	gene detected by antibiotic resistance screening microarray	Many genes involved in antibiotic resistance are mobile and microarray probes for these genes can thus provide positive results for any number of organisms. CARD stores the coding sequences of genes targeted by the probe sets of available antibiotic resistance microarrays.	36749
ARO:3000614	mefE	mefE is a proton motive efflux pump in Streptococcus pneumoniae that confers resistance to macrolides. It is found on the same operon as mefA and the ABC-efflux pump mel.	36908
ARO:3000616	mel	Mel, a homolog of MsrA, is an ABC-F subfamily protein associated with macrolide resistance. It is expressed on the same operon as mefA and mefE, both MFS-type efflux proteins that confer macrolide resistance.	36910
ARO:3000617	mecA	A foreign PBP2a acquired by lateral gene transfer that able to perform peptidoglycan synthesis in the presence of beta-lactams.	36911
ARO:3000619	fluoroquinolone resistant parC	ParC is a subunit of topoisomerase IV, which decatenates and relaxes DNA to allow access to genes for transcription or translation. Point mutations in ParC prevent fluoroquinolone antibiotics from inhibiting DNA synthesis, and confer low-level resistance. Higher-level resistance results from both gyrA and parC mutations.	36913
ARO:3000620	adeL	AdeL is a regulator of AdeFGH in Acinetobacter baumannii. AdeL mutations are associated with AdeFGH overexpression and multidrug resistance.	36962
ARO:3000621	PC1 beta-lactamase (blaZ)	The blaZ beta-lactamase is found in Bacillus subtilis and Staphylococcus aureus.	36963
ARO:3000622	colistin A	Colistin A, or polymyxin E1, has a 6-octanoic acid lipid tail. Polymyxins disrupt the cell membrane of Gram-negative bacteria.	36966
ARO:3000624	colistin B	Colistin B, or polymyxin E2, has a 6-heptanoic acid lipid tail. Polymyxins disrupt the cell membrane of Gram-negative bacteria.	36968
ARO:3000625	polymyxin B1	Polymyxin B1 is in the family of polymyxin lipopeptides with a 6-methyloctanoic acid acyl group. These antibiotics disrupt the cell membrane of Gram-negative bacteria.	36969
ARO:3000626	polymyxin B2	Polymyxin B2 is in the family of polymyxin lipopeptides with a 6-methylheptanoic acid acyl group. These antibiotics disrupt the cell membrane of Gram-negative bacteria.	36970
ARO:3000627	polymyxin B3	Polymyxin B3 is in the family of polymyxin lipopeptides with an octanoic acid acyl group. These antibiotics disrupt the cell membrane of Gram-negative bacteria.	36971
ARO:3000628	polymyxin B4	Polymyxin B4 is in the family of polymyxin lipopeptides with a heptanoic acid acyl group. These antibiotics disrupt the cell membrane of Gram-negative bacteria.	36972
ARO:3000629	bacitracin A	Bacitracin A is the primary component of bacitracin. It contains many uncommon amino acids and interferes with bacterial cell wall synthesis.	36973
ARO:3000630	bacitracin B	Bacitracin B is a component of bacitracin, an antibiotic mixture that interferes with bacterial cell wall synthesis. It differs from Bacitracin A with a valine instead of an isoleucine in its peptide.	36974
ARO:3000631	bacitracin F	Bacitracin F is a component of bacitracin, an antibiotic mixture that interferes with bacterial cell wall synthesis. It is formed when the thiazoline ring of bacitracin A is oxidatively deaminated.	36975
ARO:3000632	benzylpenicillin	Benzylpenicillin, commonly referred to as penicillin G, is effective against both Gram-positive and Gram-negative bacteria. It is unstable in acid.	36976
ARO:3000633	phenoxymethylpenicillin	Phenoxymethylpenicillin, or penicillin V, is a penicillin derivative that is acid stable but less active than benzylpenicillin (penicillin G).	36977
ARO:3000634	propicillin	Propicillin is an orally taken penicillin derivative that has high absorption but poor activity.	36978
ARO:3000635	dicloxacillin	Dicloxacillin is a penicillin derivative that has an extra chlorine atom in comparison to cloxacillin. While more active than cloxacillin, its high affinity for serum protein reduces its activity in human serum in vitro.	36979
ARO:3000636	flucloxacillin	Flucloxacillin is similar to cloxacillin, with an extra additional fluorine atom.	36980
ARO:3000637	ampicillin	Ampicillin is a penicillin derivative that is highly acid stable, with its activity similar to benzylpenicillin.	36981
ARO:3000638	azlocillin	Azlocillin is a semisynthetic derivative of penicillin that is notably active against Ps. aeruginosa and other Gram-negative bacteria.	36982
ARO:3000639	mezlocillin	Mezlocillin is a penicillin derivative taken parenterally.	36983
ARO:3000640	doripenem	Doripenem is a carbapenem with a broad range of activity against Gram-positive and Gram-negative bacteria, and along with meropenem, it is the most active beta-lactam antibiotic against Pseudomonas aeruginosa. It inhibits bacterial cell wall synthesis.	36984
ARO:3000641	cefalexin	Cefalexin is a cephalosporin antibiotic that causes filamentation. It is resistant to staphylococcal beta-lactamase, but degraded by enterobacterial beta-lactamases.	36985
ARO:3000642	cefadroxil	Cefadroxil, or p-hydroxycephalexin, is an cephalosporin antibiotic similar to cefalexin.	36986
ARO:3000643	cefotiam	Cefotiam is a cephalosporin antibiotic with similar activity to cefuroxime but more active against enterobacteria. It is consumed orally as the prodrug cefotiam hexetil.	36987
ARO:3000644	cefaclor	Cefaclor is a semisynthetic cephalosporin derived from cephalexin. It has broad-spectrum antibiotic activity.	36988
ARO:3000645	cefotaxime	Cefotaxime is a semisynthetic cephalosporin taken parenterally. It is resistant to most beta-lactamases and active against Gram-negative rods and cocci due to its aminothiazoyl and methoximino functional groups.	36989
ARO:3000646	cefixime	Cefixime is a cephalosporin resistant to most beta-lactamases. It is active against many enterobacteria, but activity against staphylococci is poor.	36990
ARO:3000647	cefpodoxime	Cefpodoxime is a semisynthetic cephalosporin that acts similarly to cefotaxime with broad-spectrum activity. It is stable to many plasmid-mediated beta-lactamses. Cefpodoxime is consumed as the prodrug cefpodoxime proxetil.	36991
ARO:3000648	ceftibuten	Ceftibuten is a semisynthetic cephalosporin active against Gram-negative bacilli. It is resistant against many plasmid-mediated beta-lactamases.	36992
ARO:3000649	cefditoren	Cefditoren is a semisynthetic cephalosporin active against staphylococci, streptococci, and and most enterobacteria. It is resistant to staphylococcal and most enterobacterial beta-lactamases, and is usually taken as the prodrug cefditoren pivoxil.	36993
ARO:3000650	cefdinir	Cefdinir is similar to cefixime with a modified side-chain at its 7-amino position. It also shares similar activity with cefixime but is more active against staphylococci. It has also be shown to enhance phagocytosis.	36994
ARO:3000651	ceftaroline	Ceftaroline is a novel cephalosporin active against methicillin resistant Staphylococcus aureus. Like other cephalosporins it binds penicillin-binding proteins to inhibit cell wall synthesis. It strongly binds with PBP2a, associated with methicillin resistance. It is taken orally as the prodrug ceftaroline fosamil.	36995
ARO:3000652	isepamicin	A semi-synthetic derivative of gentamicin B (hydroxyamino propionyl genamicin B). It is modified to combat microbial inactivation and has a slightly larger spectrum of activity compared to other aminoglycosides, including Ser marcescens, Enterobacteria, and K pneumoniae.	36996
ARO:3000653	G418	A gentamicin class aminoglycoside antibiotic often used in mammalian cell culture work as a selectable marker for the neo cassette (APH3').	36997
ARO:3000654	arbekacin	A synthetic derivative (1-N-(4-amino-2-hydroxybutyryl) of dibekacin used in Japan. It is active against methicillin-resistant Staph. aureus and shows synergy with ampicillin when treating gentamicin and vancomycin resistant enterocci.	36998
ARO:3000655	gentamicin B	Gentamicin B is a semisynthetic aminoglycoside antibacterial.	36999
ARO:3000656	AcrS	AcrS is a repressor of the AcrAB efflux complex and is associated with the expression of AcrEF. AcrS is believed to regulate a switch between AcrAB and AcrEF efflux.	37000
ARO:3000657	paromomycin	An aminoglycoside antibiotic used for the treatment of parasitic infections. It is similar to neomycin sharing a similar spectrum of activity, but its hydroxyl group at the 6'-position instead of an amino group makes it resistant to AAC(6') modifying enzymes.	37001
ARO:3000658	lividomycin	Lividomycins are aminoglycosidic antibiotics produced by Streptomyces lividus. They contain 2-amino-2,3-dideoxy-D-glucose.	37002
ARO:3000659	gatifloxacin	Gatifloxacin is an 8-methoxy, 7-piperazinyl, 6-fluoroquinolone that can be taken orally or by intravenous administration. It is active against most Gram-positive and Gram-negative bacteria, but inactive against non-fermenting Gram-negative rods including Pseudomonas aeruginosa.	37003
ARO:3000660	lomefloxacin	Lomefloxacin is a difluoropiperazinyl quinolone, sharing similar activities with other fluoroquinolones. It is used to treat urinary tract infections. Relative to other fluoroquinolones, it has a longer half life and has higher serum concentrations.	37004
ARO:3000661	nalidixic acid	Nalidixic acid is a quinolone derivative of naphthyridine active against many enterobacteria, but ineffective against Ps aeruginosa, Gram-positive bacteria, and anaerobes. Acquired resistance is common in nalidixic acid treatments.	37005
ARO:3000662	norfloxacin	Norfloxacin is a 6-fluoro, 7-piperazinyl quinolone with a wide range of activity against Gram-negative bacteria. It is inactive against most anaerobes.	37006
ARO:3000663	ofloxacin	Ofloxacin is a 6-fluoro, 7-piperazinyl quinolone with a methyl-substituted oxazine ring. It has a broad spectrum of activity including many enterobacteria and mycoplasma but most anaerobes are resistant.	37007
ARO:3000664	trovafloxacin	Trovafloxacin is a trifluoroquinalone with a broad spectrum of activity that acts by inhibiting the uncoiling of supercoiled DNA. While potent against many Gram-positive and Gram-negative bacteria, it is less active against pseudomonads and Cl. difficile. It is usually taken as the prodrug trovafloxacin mesylate or alatrofloxacin mesylate for oral or intravenous administration, respectively.	37008
ARO:3000665	grepafloxacin	Grepafloxacin is a broad-spectrum antibacterial quinoline. It is no longer taken due to its high toxicity.	37009
ARO:3000666	sparfloxacin	Sparfloxacin is a dimethylpiperazinyl difluoroquinolone that acts by inhibiting DNA gyrase. It is active against aerobic Gram-positive and Gram-negative bacteria, as well as some mycobacteria. It has moderate activity against some anaerobes.	37010
ARO:3000667	demeclocycline	Demeclocycline is a tetracycline analog with 7-chloro and 6-methyl groups. Due to its fast absorption and slow excretion, it maintains higher effective blood levels compared to other tetracyclines.	37011
ARO:3000668	oxytetracycline	Oxytetracycline is a derivative of tetracycline with a 5-hydroxyl group. Its activity is similar to other tetracyclines.	37012
ARO:3000669	pristinamycin IIA	Pristinamycin IIA is a streptogramin A antibiotic.	37013
ARO:3000670	pleuromutilin antibiotic	Pleuromutilins are natural fungal products that target bacterial protein translation by binding the the 23S rRNA, blocking the ribosome P site at the 50S subunit. They are mostly used for agriculture and veterinary purposes.	37014
ARO:3000671	tiamulin	Tiamulin is a pleuromutilin derivative currently used in veterinary medicine. It binds to the 23 rRNA of the 50S ribosomal subunit to inhibit protein translation.	37015
ARO:3000672	madumycin II	Madumycin II is a streptogramin A antibiotic.	37016
ARO:3000673	griseoviridin	Griseoviridin is a streptogramin A antibiotic.	37017
ARO:3000674	dalfopristin	Dalfopristin is a water-soluble semi-synthetic derivative of pristinamycin IIA. It is produced by Streptomyces pristinaespiralis and is used in combination with quinupristin in a 7:3 ratio. Both work together to inhibit protein synthesis, and is active against Gram-positive bacteria.	37018
ARO:3000675	pristinamycin IB	Pristinamycin IB is a class B streptogramin similar to pristinamycin IA, the former containing a N-methyl-4-(methylamino)phenylalanine instead of a N-methyl-4-(dimethylamino)phenylalanine in its class A streptogramin counterpart (one less methyl group).	37019
ARO:3000676	H-NS	H-NS is a histone-like protein involved in global gene regulation in Gram-negative bacteria. It is a repressor of the membrane fusion protein genes acrE, mdtE, and emrK as well as nearby genes of many RND-type multidrug exporters.	37020
ARO:3000677	virginiamycin S2	Virginiamycin S2 is a streptogramin B antibiotic.	37021
ARO:3000678	vernamycin B-gamma	Vernamycin B-gamma is a class B streptogramin derived from virginiamycin S1.	37022
ARO:3000679	vernamycin C	Vernamycin C is a streptogramin B antibiotic.	37023
ARO:3000680	patricin A	Patricin A is a streptogramin B antibiotic.	37024
ARO:3000681	patricin B	Patricin B is a streptogramin B antibiotic.	37025
ARO:3000682	ostreogrycin B3	Ostreogrycin B3 is a derivative of pristinamycin IA, with an additional 3-hydroxy group on its 4-oxopipecolic acid.	37026
ARO:3000683	sulfacetamide	Sulfacetamide is a very soluable sulfonamide antibiotic previously used to treat urinary tract infections. Its relatively low activity and toxicity to those with Stevens-Johnson syndrome have reduced its use and availability.	37027
ARO:3000684	mafenide	Mafenide is a sulfonamide used topically for treating burns.	37028
ARO:3000685	arylomycin	Arylomycins are lipopeptide antibiotics, sharing a lipohexapeptide with a C-terminal tripeptide macrolide and varying by the length of its alkyl chains.	37029
ARO:3000686	thiostrepton	Thiostrepton is a cyclic peptide active against Gram-positive bacteria. It is produced by streptomyces bacteria.	37030
ARO:3000687	moenomycin	Moemomycin antibiotics are phosphoglycolipids that contain a 3-phosphoglyceric acid, often used as a mixture. They inhibit petidoglycan glycosyltransferases to prevent bacterial cell wall biosynthesis.	37031
ARO:3000688	furazolidone	Furazolidone is a nitrofuran antibiotic that is a non-ionic synthetic compound. It is taken orally and is active against many enteric pathogens. Furazolidone also has antiprotozoal activity and acts by inhibiting monoamine oxidase.	37032
ARO:3000689	metronidazole	Metronidazole is a nitroimidazole that is active against anaerobic bacteria and protozoa. It is not effective against aerobic bacteria. Nitroimidazoles act by oxidizing DNA causing strand breaks and cell death.	37033
ARO:3000690	bleomycinic acid	Bleomycinic acid is a glycopeptide antibiotic produced by Streptomyces verticillus taken as a mixture of bleomycins. It induces stand breaks in bacterial nucleic acids.	37034
ARO:3000691	bleomycin A2	Bleomycin A2 is a glycopeptide antibiotic produced by Streptomyces verticillus taken as a mixture of bleomycins. It induces stand breaks in bacterial nucleic acids.	37035
ARO:3000692	bleomycin B2	Bleomycin B2 is a glycopeptide antibiotic produced by Streptomyces verticillus taken as a mixture of bleomycins. It induces stand breaks in bacterial nucleic acids.	37036
ARO:3000693	defensin	Defensins are natural cationic peptides that have antibiotic properties. It is part of the innate immune system of plants and animals.	37037
ARO:3000694	magainin	Magainins are antimicrobial peptides produced by amphibians skil cells as part of their innate immune system. It is active against a broad range of gram-negative and gram-positive bacteria, fungi and protozoa.	37038
ARO:3000695	actinomycin	Actinomycins are peptide antibiotics that interact with DNA. This prevents RNA synthesis, thus preventing the production of proteins vital to the cell.	37039
ARO:3000696	Dactinomycin	Dactinomycin, also known as Actinomycin D, is a cyclic peptide antibiotic that interacts with DNA to inhibit RNA synthesis.	37040
ARO:3000697	moenomycin A1	Moenomycin A1 is a major component of moenomycin mixtures. It is produced by Streptomyces ghanaensis, S. bambergiensis, S. ederensis, and S. geysiriensis.	37041
ARO:3000698	sulfasalazine	Sulfasalazine is a derivative of the early sulfonamide sulfapyridine (salicylazosulfapyridine). It was developed to increase water solubility and is taken orally for ulcerative colitis.	37042
ARO:3000699	sulfamethizole	Sulfamethizole is a short-acting sulfonamide that inhibits dihydropteroate synthetase.	37043
ARO:3000700	lividomycin A	Lividomycin A is a pentasaccharide antibiotic which interferes with bacterial protein synthesis.	37044
ARO:3000701	lividomycin B	Lividomycin B is a derivative of lividomycin A with a removed mannose group (demannosyllividomycin A). Livodomycins interfere with bacterial protein synthesis.	37045
ARO:3000702	acrR	AcrR is a repressor of the AcrAB-TolC multidrug efflux complex. AcrR mutations result in high level antibiotic resistance.	37073
ARO:3000704	cefalotin	Cefalotin is a semisynthetic cephalosporin antibiotic activate against staphylococci. It is resistant to staphylococci beta-lactamases but hydrolyzed by enterobacterial beta-lactamases.	37084
ARO:3000705	isopenicillin N	Isopenicillin N is a natural penicillin derivative produced by Penicillium chrysogenum with activity similar to penicillin N.	37085
ARO:3000706	penicillin N	Penicillin N is a penicillin derivative produced by Cephalosporium acremonium.	37086
ARO:3000707	antibiotic mixture	Mixtures of antibiotics are commonly used clinically. These mixtures link to antibiotic molecules that are also listed in their respective families under antibiotic molecules. i.e. 'Gramicidin A' is part of the mixture 'gramicidin D', while 'Gramicidin A' is also a 'gramicidin', which is a 'peptide antibiotic'.	37087
ARO:3000708	antibiotic target	Antibiotic targets are components of the bacterial cell usually unique to bacteria or significantly different from their eukaryotic counterparts to allow for selective antibacterial activity. Exceptions include antibiotics that are converted to an active form inside the bacterium. Resistance mechanisms may modify these targets to protect bacteria from the effects of antibiotics.	37088
ARO:3000709	cell wall synthesis enzyme targeted by antibiotic	Cell wall biosynthesis provides bacteria with a layer of peptidoglycan that provides rigidity and protects the cell from lysis due to osmotic pressure. Cell wall structures vary significantly between Gram-positive and Gram-negative bacteria, while mycobacteria have a unique cell wall composition.	37089
ARO:3000710	cell membrane component targeted by antibiotic	Interaction with the cell membrane phospholipids interferes with membrane permeability and integrity, leading to the leakage of cell contents. The outer membrane of Gram-negative bacteria is particularly sensitive.	37090
ARO:3000711	protein synthesis machinery targeted by antibiotic	Protein synthesis in bacteria is accomplished by cytosolic ribosomes that are structurally different from eukaryotic ribosomes, and thus a target for many antibiotics. By inhibiting ribosomal activity, either by directly binding to the ribosome or interacting with co-factors, antibiotics prevent protein synthesis.	37091
ARO:3000712	nucleic acid synthesis machinery targeted by antibiotic	Bacterial DNA and RNA synthesis includes many enzymes unique to bacteria that are targeted by antibiotics.	37092
ARO:3000713	nucleic acid targeted by antibiotic	Nucleic acids can also be targeted by antibiotics. These drugs are usually converted to an active form by enzymes unique to bacteria to prevent toxicity to the host.	37093
ARO:3000714	folate synthesis enzyme targeted by antibiotic	Enzymes in the folate synthesis pathway are targeted by two main classes of antibiotics: sulfonamides and diaminopyrimidines. Inhibition of these enzymes block the production of key precursors for nucleotides and amino acids.	37094
ARO:3000715	isoprenoid synthesis enzyme targeted by antibiotic	Enzymes in this pathway generate important precursors for macromolecules. While eukaryotes and prokaryotes both synthesize isoprenoids, many bacteria and notably mycobacteria use an alternative pathway that is targeted by antibiotics.	37095
ARO:3000716	mycolic acid synthesis enzyme targeted by antibiotic	Mycolic acids are produced by mycobacteria. These fatty acids are required for the construction of cell walls. Enzymes that are targeted by antibiotics include synthases, elongases, and dehydrogenases.	37096
ARO:3000717	antibiotic sensitive signal peptidase I	Signal peptidase I is a bacterial signal peptidase that cleaves signal peptides from translated proteins. These signal peptides direct proteins to their destination, and then must be cleaved in order to function.	37097
ARO:3000718	marR	MarR is a repressor of the mar operon marRAB, thus regulating the expression of marA, the activator of multidrug efflux pump AcrAB.	37098
ARO:3000719	bacitracin sensitive isoprenyl pyrophosphate	Isoprepnyl pyrophosphate removes a phosphate group that is added from the peptidoglycan subunit to permit its transfer across the cell membrane. The phosphate group must be removed before its incorporation into peptidoglycan macromolecules.	37099
ARO:3000720	acyl-D-alanyl-D-alanine	The acyl-D-alanyl-D-alanine group is found at the terminal end of the pentapeptide chains of peptidoglycan subunits. Antibiotics that bind to this group block the addition of subunits, inhibiting peptidoglycan synthesis. This group is most accessible in Gram-postive bacteria.	37100
ARO:3000721	cell wall component targeted by antibiotic	The cell wall is unique to bacteria and provides rigidity and protects the cell from lysis due to osmotic pressure. Its characteristic component is peptidoglycan, though cell wall structures vary significantly between Gram-positive and Gram-negative bacteria, as well as mycobacteria.	37101
ARO:3000722	cycloserine sensitive alr	Alanine racemase (alr) converts the natural L-alanine to the D-alanine required in the pentapeptide chains in peptidoglycan. It is found in both Gram-positive and Gram-negative bacteria.	37102
ARO:3000723	cycloserine sensitive D-alanine synthetase	ddla also known as D-Alanine synthetase (or ligase), joins two D-alanines before their addition to the pentapeptide chains of peptidoglycan. It is found in both Gram-positive and Gram-negative bacteria.	37103
ARO:3000724	fosfomycin sensitive pyruvyl transferase (murA)	Pyruvyl transferase is responsible for the conversion of N-acetylglucosamine (NAG) to N-acetylmuramic acid (NAMA). NAMA is a part of the macromolecular backbone of peptidoglycans. Pyruvyl transferase is found in both Gram-positive and Gram-negative bacteria.	37104
ARO:3000725	antibiotic sensitive aftA	Arabinofuranosyltransferases allow for the polymerization of arabinose to form arabinan. Arabanan is required for formation of mycobacterial cell walls.	37105
ARO:3000726	pentaglycyl bridge	The pentaglycyl bridge is part of Gram-positive peptidoglycan, allowing the formation of a thick and rigid cell wall.	37106
ARO:3000727	50S ribosomal subunit	The larger of two ribosomal subunits that make up the 70S bacterial ribosome.	37107
ARO:3000728	30S ribosomal subunit	The smaller of two ribosomal subunits that make up the 70S bacterial ribosome.	37108
ARO:3000729	ribosomal complex	The ribosomal complex can be targeted by antibiotics that stabilize the entire complex and prevent further translation. These antibiotics target both subunits in the process of protein translation.	37109
ARO:3000730	elongation factor G	Elongation factor G (EF-G) provides energy for the translocation step in protein synthesis. Antibiotics that target EF-G allow one round of translocation but prevent EF-G from dissociating from the ribosome-RNA complex.	37110
ARO:3000731	elongation factor Tu	Elongation factor Tu is required for peptide elongation in bacterial protein synthesis.	37111
ARO:3000732	antibiotic sensitive Isoleucyl-tRNA transferase	Isoleucyl-tRNA transferase recognizes isoleucine codons and works with the ribosome to incorporate isoleucine amino acids into polypeptide chains. It can be targeted by antibiotics that have an analog of isoleucine through competitive inhibition.	37112
ARO:3000733	fluoroquinolone sensitive gyrA	DNA gyrase is responsible for DNA supercoiling and consists of two alpha and two beta subunits. Binding the alpha-subunit is sufficient to inhibit DNA supercoiling.	37113
ARO:3000734	antibiotic sensitive DNA topoisomerase subunit gyrB	DNA gyrase is responsible for DNA supercoiling and consists of two alpha and two beta subunits. Binding the beta-subunit is sufficient to inhibit DNA supercoiling.	37114
ARO:3000735	fluoroquinolone sensitive parC	subunit of the DNA topoisomerase IV sensitive to fluoroquinolone	37115
ARO:3000736	rho transcription terminator factor	The rho transcription terminator factor moves along RNA as it is transcribed, unwinding the RNA from the DNA. It is also responsible for recognizing transcription termination pause sites, slowing down RNA polymerase and allowing mRNA to be released.	37116
ARO:3000737	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	The beta-subunit of RNA polymerase is targeted as a complex. When blocked, RNA strand elongation cannot continue after the first few nucleotides.	37117
ARO:3000738	deoxyribonucleic acid	Antibiotics can target DNA to cause strand breaks or prevent transcription. The activity of these antibiotics can be context dependent: some antibiotics are converted to an active form only in certain species, while others target DNA as it is being transcribed.	37118
ARO:3000739	RNA guanosine binding site	RNA intron self-splicing action can be inhibited by antibiotics that target a G-binding site to compete with the guanosine cofactor.	37119
ARO:3000740	ribonucleic acid	Many types of ribonucleic acids (RNAs) are targeted by antibiotics, including mRNA templates and ribosomal RNA. Some antibiotics target all RNAs and cause strand breaks.	37120
ARO:3000741	transcription complex DNA	DNA in the transcriptional complex is partially unwound, allowing antibiotics to target exposed bases and prevent DNA transcription.	37121
ARO:3000742	anaerobe DNA	DNA in anaerobes are targeted by antibiotics that are converted to an active form in the anaerobe environment. For nitroimidazoles, the antibiotic is reduced to a highly oxidative intermediate that causes DNA oxidation and double-stranded breaks.	37122
ARO:3000743	1-deoxy-D-xylulose 5-phosphate reductoisomerase	This reductoisomerase is found in an alternate isoprenoid synthase pathway that is mevalonate independent. Isoprenoids are important precursors to many other macromolecules. This non-mevalonate pathway is used by plants and most bacteria, including mycobacteria, but not eukaryotes, allowing for selectivea action. Staphylococcus aureus and some other Gram-positive bacteria use a mevalonate-dependent pathway, and are resistant against 1-deoxy-D-xylose 5-phosphate reductoisomerase inhibitors.	37123
